index,timestep,sample
459,0.5405406,29.535746
460,0.5395396,30.216372
461,0.5385385,30.053501
462,0.5375375,29.92901
463,0.5365365,30.097723
464,0.5355355,30.432203
465,0.5345345,30.472034
466,0.5335335,31.239899
467,0.5325325,31.37558
468,0.5315315,32.000465
469,0.5305305,32.618427
470,0.5295295,32.803066
471,0.5285285,32.99665
472,0.5275275,32.592903
473,0.5265265,32.275364
474,0.5255255,32.421795
475,0.5245245,33.41288
476,0.5235235,33.45448
477,0.5225225,33.453396
478,0.5215215,33.297142
479,0.5205205,33.009087
480,0.5195195,33.781853
481,0.5185185,34.00489
482,0.5175175,34.2083
483,0.5165165,33.980965
484,0.5155155,34.428963
485,0.5145145,34.349483
486,0.5135135,34.73588
487,0.5125125,35.09021
488,0.5115115,35.048588
489,0.5105105,35.091137
490,0.5095095,35.273575
491,0.5085085,35.10488
492,0.5075075,35.308556
493,0.5065065,35.356365
494,0.5055055,34.978275
495,0.5045045,34.91879
496,0.5035035,35.053497
497,0.5025025,35.28968
498,0.5015015,35.056705
499,0.5005005,34.497562
500,0.4994995,33.950996
501,0.4984985,34.267685
502,0.4974975,34.61534
503,0.4964965,34.7909
504,0.4954955,35.088116
505,0.4944945,35.037014
506,0.4934935,35.225517
507,0.4924925,35.465424
508,0.4914915,35.243603
509,0.4904905,34.797787
510,0.4894895,34.702183
511,0.4884885,34.85064
512,0.4874875,34.79364
513,0.48648646,34.440666
514,0.48548546,34.677696
515,0.48448446,34.886063
516,0.48348346,34.811756
517,0.48248246,35.217358
518,0.48148146,35.226784
519,0.48048046,35.122395
520,0.47947946,35.34237
521,0.47847846,35.34289
522,0.47747746,34.94417
523,0.47647646,35.38763
524,0.47547546,34.9018
525,0.47447446,35.0149
526,0.47347346,35.214108
527,0.47247246,35.559814
528,0.47147146,35.311665
529,0.47047046,35.014835
530,0.46946946,34.95643
531,0.46846846,34.708523
532,0.46746746,34.964706
533,0.46646646,34.993614
534,0.46546546,35.148613
535,0.46446446,35.19582
536,0.46346346,35.585876
537,0.46246246,35.828125
538,0.46146145,36.106297
539,0.46046045,36.05523
540,0.45945945,36.286953
541,0.45845845,36.431103
542,0.45745745,37.128975
543,0.45645645,37.40626
544,0.45545545,37.367233
545,0.45445445,37.136707
546,0.45345345,37.18497
547,0.45245245,36.86451
548,0.45145145,36.90801
549,0.45045045,37.013
550,0.44944945,37.053215
551,0.44844845,37.45678
552,0.44744745,37.53298
553,0.44644645,37.418774
554,0.44544545,37.21348
555,0.44444445,37.358253
556,0.44344345,37.16102
557,0.44244245,37.29436
558,0.44144145,37.40865
559,0.44044045,37.51155
560,0.43943945,37.19626
561,0.43843845,37.557278
562,0.43743744,37.426792
563,0.43643644,37.331158
564,0.4354354,37.334286
565,0.4344344,37.55367
566,0.4334334,37.513355
567,0.4324324,37.407795
568,0.4314314,37.259533
569,0.4304304,37.552486
570,0.4294294,37.58959
571,0.4284284,37.917053
572,0.4274274,37.875637
573,0.4264264,37.335693
574,0.4254254,37.199654
575,0.4244244,37.211826
576,0.4234234,37.38813
577,0.4224224,37.45296
578,0.4214214,37.345894
579,0.4204204,37.360767
580,0.4194194,37.386253
581,0.4184184,37.43538
582,0.4174174,37.72104
583,0.4164164,37.647274
584,0.4154154,37.61803
585,0.4144144,37.52495
586,0.4134134,37.4428
587,0.4124124,37.54984
588,0.4114114,37.652416
589,0.4104104,37.87055
590,0.4094094,37.91265
591,0.4084084,38.139946
592,0.4074074,38.254868
593,0.4064064,38.284344
594,0.4054054,38.29536
595,0.4044044,38.661354
596,0.4034034,38.456547
597,0.4024024,38.33089
598,0.4014014,38.506977
599,0.4004004,38.286297
600,0.3993994,38.424202
601,0.3983984,38.574814
602,0.3973974,38.7957
603,0.3963964,38.914886
604,0.3953954,38.849983
605,0.3943944,38.890324
606,0.3933934,38.90083
607,0.3923924,38.836754
608,0.3913914,38.581135
609,0.3903904,38.703606
610,0.3893894,38.573505
611,0.3883884,38.31061
612,0.3873874,38.369186
613,0.3863864,38.673424
614,0.3853854,38.4573
615,0.3843844,38.451008
616,0.38338336,38.35168
617,0.38238236,38.15423
618,0.38138136,38.38609
619,0.38038036,38.283134
620,0.37937936,38.096573
621,0.37837836,38.253403
622,0.37737736,38.222652
623,0.37637636,38.0316
